id,name,intent,role,region,money,omk_balance,fiat_balance,reputation,stake,rank,capital,goods,energy,insurance,self_created_need_flag,redline_violations,valid_contribution,harmful_contribution,wallet_units
A000,Noble_teacher_000,noble,teacher,R01,2.2902350788860595,0,2.2902350788860595,58.04576012902609,0.0,72,95.3195373340015,9.95031245697525,7.2796047010174725,6.474713396233245,0,0,0.0,0.0,0
A001,Noble_engineer_001,noble,engineer,R03,4.279200393610974,0,4.279200393610974,59.838198413386074,2.3242068930495208,14,104.32825664451587,16.849757757095606,9.899085127329274,6.040093796596753,0,0,0.0,0.0,0
A002,Noble_researcher_002,noble,researcher,R02,10.760456074537078,0,10.760456074537078,60.28125085062279,9.103001360266951,95,106.8227244379084,26.939452075512012,21.012168596006575,5.136504648912542,0,0,0.0,0.0,0
A003,Noble_insurer_003,noble,insurer,R02,7.602948040957578,0,7.602948040957578,72.26018095499452,0.0,50,72.65936023600314,23.743903962213082,12.317826797427589,6.811280953785053,0,0,0.0,0.0,0
A004,Noble_teacher_004,noble,teacher,R03,12.424937981300017,0,12.424937981300017,54.53402810249198,54.0648768812964,56,71.62418263269606,11.003380198076085,15.522076476888719,6.481604576804032,0,0,0.0,0.0,0
A005,Noble_governor_005,noble,governor,R02,8.852773578195999,0,8.852773578195999,75.57150877827978,46.50917919866703,16,96.01641582728469,19.79039835130116,8.016078924993638,4.29368892537566,0,0,0.0,0.0,0
A006,Noble_researcher_006,noble,researcher,R00,13.92762914903003,0,13.92762914903003,54.38333605225533,30.614052195417834,72,92.4178361128115,14.128596311747598,12.003616089957772,4.127666594057447,0,0,0.0,0.0,0
A007,Noble_engineer_007,noble,engineer,R03,20.313127249075194,0,20.313127249075194,59.175253078643266,50.127388284143514,26,89.34085000712048,14.719485687242594,16.85987612861065,6.902461683165013,0,0,0.0,0.0,0
A008,Noble_teacher_008,noble,teacher,R02,4.367605672492316,0,4.367605672492316,74.79426906133003,67.85130642417015,42,91.62173931697363,10.442633227410813,21.32864447176309,5.771591230929237,0,0,0.0,0.0,0
A009,Noble_auditor_009,noble,auditor,R02,4166.851874484707,0,4166.851874484707,77.38152809578285,74.20234196632333,65,128.12339327401983,11.331858688638233,8.850244037274473,4.113704861717451,0,0,0.0,0.0,0
A010,Noble_researcher_010,noble,researcher,R04,7.379648937980593,0,7.379648937980593,90.1213381791921,32.05766322233333,2,72.7043268441932,11.573065878238799,21.984110655164372,6.977316954826416,0,0,0.0,0.0,0
A011,Noble_researcher_011,noble,researcher,R02,3.3960792331250125,0,3.3960792331250125,75.6044958391163,51.97311436589092,12,67.42424392600414,10.817507454018989,11.78064664426243,4.777194479338524,0,0,0.0,0.0,0
A012,Noble_engineer_012,noble,engineer,R00,25.39899623192783,0,25.39899623192783,81.06058834996668,30.884386788699786,65,106.51294928853393,21.76134567540349,19.5125367714093,5.589234635632259,0,0,0.0,0.0,0
A013,Noble_engineer_013,noble,engineer,R00,0.6173513593677785,0,0.6173513593677785,77.97951293812528,42.69048698760996,34,101.24070482439076,14.88421143789807,22.065093757723638,6.085339267266934,0,0,0.0,0.0,0
A014,Noble_auditor_014,noble,auditor,R03,4275.32753320207,0,4275.32753320207,81.70812882623846,40.95875164227267,99,120.7311442442267,21.661343843772308,8.832584660516593,5.305962583248688,0,0,0.0,0.0,0
A015,Noble_insurer_015,noble,insurer,R00,20.011677005201584,0,20.011677005201584,79.67891150461432,52.29806312626084,1,115.87715387116315,22.96084470687581,13.146016761701425,5.337839221822797,0,0,0.0,0.0,0
A016,Noble_auditor_016,noble,auditor,R02,20.070710153478924,0,20.070710153478924,82.98634179139125,47.35807549537492,32,110.97294650878789,22.913906595648328,14.127205087252442,5.882036991926838,0,0,0.0,0.0,0
A017,Noble_producer_017,noble,producer,R03,54.826428275012354,0,54.826428275012354,74.16399398221795,36.585838677013555,39,102.26872726484952,9.57858353323875,15.511491061845707,5.830724840208012,0,0,0.0,0.0,0
A018,Noble_insurer_018,noble,insurer,R04,15.566572413039143,0,15.566572413039143,74.66098659555061,55.77142489468132,36,93.63628179662054,21.679995062335223,22.124013275677708,6.967384074352755,0,0,0.0,0.0,0
A019,Neutral_auditor_019,neutral,auditor,R02,4354.462039878439,0,4354.462039878439,72.12958802558009,67.51412839434275,29,126.70928320620321,37.82303343200682,18.29961427363501,4.1013817727577235,0,0,0.0,39.583484989338764,0
A020,Neutral_insurer_020,neutral,insurer,R00,26.137641030275535,0,26.137641030275535,61.50412573253012,76.1676163122622,59,80.82982338992586,24.17367408882883,16.393042472706057,6.871953038779774,0,0,0.0,10.891863050967313,0
A021,Neutral_producer_021,neutral,producer,R03,13.886891978379497,0,13.886891978379497,54.98260778714254,55.581274048830224,40,84.59476276338754,25.011741934696417,8.071153253962178,4.862769705890367,0,0,0.0,52.344692534557446,0
A022,Neutral_insurer_022,neutral,insurer,R04,24.97896493888723,0,24.97896493888723,58.18706819855654,66.54364250522667,68,89.37929442735735,19.454934929562114,12.302252303110567,4.584109928781239,0,0,0.0,19.9729109383553,0
A023,Neutral_healer_023,neutral,healer,R00,17.883342978792687,0,17.883342978792687,50.747406819779535,31.91699121536898,81,70.4979084422595,31.312851993780136,10.883303096174355,5.256481403526114,0,0,0.0,32.287057855227275,0
A024,Neutral_auditor_024,neutral,auditor,R04,41.547499867666204,0,41.547499867666204,59.24990681781696,57.309733406168654,56,67.28338961258862,27.160132700591543,11.762980845811589,5.984288811773014,0,0,0.0,33.59068649821213,0
A025,Neutral_healer_025,neutral,healer,R04,16.293636186045525,0,16.293636186045525,57.75663581639549,55.350807116306726,58,117.51153572664339,15.746060095198784,16.23272723773684,5.96625794365261,0,0,0.0,50.74684107111788,0
A026,Neutral_auditor_026,neutral,auditor,R02,22.868316060337648,0,22.868316060337648,82.94604765376968,32.219902599070366,30,82.66852485390014,21.275060068979837,9.601890432904456,4.541563246168478,0,0,0.0,28.563652146585866,0
A027,Neutral_engineer_027,neutral,engineer,R00,13.908471853412241,0,13.908471853412241,52.544304618838964,31.73066227689731,24,104.41811666491685,30.946069036829602,13.755230858373398,4.311770154008078,0,0,0.0,26.867641773568568,0
A028,Neutral_teacher_028,neutral,teacher,R04,3339.8093984050047,0,3339.8093984050047,79.1573479213372,52.3419726027456,21,120.0966792938878,19.75560351021401,9.088347006362131,4.389358367673955,0,0,0.0,52.3934634698479,0
A029,Neutral_producer_029,neutral,producer,R00,21.91803267025229,0,21.91803267025229,70.61430160140308,34.746193474025624,7,109.57909019918887,24.66135029345289,22.9316087592039,4.281857443777538,0,0,0.0,8.873181866308952,0
A030,Neutral_engineer_030,neutral,engineer,R04,20.61376694735817,0,20.61376694735817,74.9277399240044,46.9516391831961,81,92.46216513076169,26.28764918178188,12.981550183065224,5.1417750858577795,0,0,0.0,68.07135481691289,0
A031,Neutral_researcher_031,neutral,researcher,R03,9.481562837240762,0,9.481562837240762,52.33428701726786,57.71582349551999,93,90.58914917499001,28.585818249602532,8.587528552795002,6.408614740165017,0,0,0.0,19.611486089076934,0
A032,Neutral_auditor_032,neutral,auditor,R04,11.210894081800241,0,11.210894081800241,74.55100247269698,43.05695479772436,27,92.25590884269369,20.044426818169796,13.665843569214324,6.999283755258176,0,0,0.0,26.64006502866216,0
A033,Neutral_trader_033,neutral,trader,R02,25.430397066744746,0,25.430397066744746,55.03959100190048,39.84555057360015,98,132.89650852621193,21.742614039720525,15.806028655315917,6.031206821819113,0,0,0.0,46.42613359592635,0
A034,Neutral_trader_034,neutral,trader,R04,9.447566356972656,0,9.447566356972656,74.92010701205209,56.11959963086463,18,69.4347190479235,25.839937699191392,10.628177064969982,5.0418018111474545,0,0,0.0,7.613732471186756,0
A035,Neutral_healer_035,neutral,healer,R03,4.324163601942605,0,4.324163601942605,51.954028441137524,63.69517732635708,8,112.35053278581863,22.078516312404503,13.850387065044396,4.353748880457674,0,0,0.0,63.51501378330276,0
A036,Neutral_researcher_036,neutral,researcher,R04,4443.599864255102,0,4443.599864255102,79.57646278635211,68.2310073961078,16,119.55682866592872,20.761050506833147,11.053766422580575,4.335616361370859,0,0,0.0,26.38010443061667,0
A037,Neutral_researcher_037,neutral,researcher,R03,20.79864889510538,0,20.79864889510538,65.81029752734888,55.96772857892603,86,98.8132789497714,12.803726300145456,6.503818603657678,6.498689714028462,0,0,0.0,43.40415304036487,0
A038,Neutral_engineer_038,neutral,engineer,R04,15.635747923991635,0,15.635747923991635,84.50541147608062,79.02041190511726,26,77.8440654113017,38.71750505075867,23.37376679117741,5.803038020464863,0,0,0.0,20.245439748266058,0
A039,Neutral_teacher_039,neutral,teacher,R00,42.80360731802885,0,42.80360731802885,69.78852148081177,56.18455280978793,42,87.16427630474276,23.25284149002611,20.99206128601356,5.612523661762566,0,0,0.0,27.502846128636847,0
A040,Neutral_producer_040,neutral,producer,R03,14.49017167419846,0,14.49017167419846,77.75090632459728,45.60513641564735,66,74.98190143197166,23.182120292061683,15.467996471747975,6.906405639645536,0,0,0.0,21.98757048897059,0
A041,Neutral_auditor_041,neutral,auditor,R00,8.71574485912024,0,8.71574485912024,72.19202762144121,65.54649361866433,77,88.9580321989484,19.52608304036605,8.95120816299294,5.183065384072847,0,0,0.0,24.326788208542865,0
A042,Neutral_insurer_042,neutral,insurer,R04,16.11857101212337,0,16.11857101212337,80.28635905979482,72.7208934694481,25,78.80123555589148,21.012698871970862,9.71320890114028,4.40449528034287,0,0,0.0,10.056172829320097,0
A043,Neutral_healer_043,neutral,healer,R01,19.87908540917136,0,19.87908540917136,70.73437950440696,47.59606059017415,56,117.91653303000521,31.32347143945203,18.39721905232569,5.950308642101577,0,0,0.0,20.62441601885465,0
A044,Neutral_engineer_044,neutral,engineer,R01,28.596872394139226,0,28.596872394139226,62.98784357020831,43.81727084431644,63,88.00525820606062,43.77394344530635,24.075198902719965,3.4237198524816987,0,0,0.0,26.610952740687473,0
A045,Harmful_engineer_045,harmful,engineer,R04,82.53500223442082,0,82.53500223442082,0.0,53.13008859434025,8,179.30710445344164,21.037039797549934,11.03799206075006,0.0,0,0,0.0,1314.7675464485333,0
A046,Harmful_engineer_046,harmful,engineer,R02,34.68999300193396,0,34.68999300193396,3.6312054120544004,72.89156791460474,38,164.85633149465622,33.44284937392491,10.378624722965547,0.0,0,0,0.0,1136.4982322694068,0
A047,Harmful_teacher_047,harmful,teacher,R02,15.473428571662312,0,15.473428571662312,0.0,30.63134824139044,45,166.69070621835328,22.06756250475771,10.750504609613202,0.0,0,0,0.0,871.8586312067288,0
A048,Harmful_auditor_048,harmful,auditor,R04,23.990434972824517,0,23.990434972824517,0.006716466676129825,42.879666130900105,15,150.2234122384473,18.966376213182116,7.110634976648106,0.0,0,0,0.0,1252.997150358618,0
A049,Harmful_insurer_049,harmful,insurer,R01,14.706697246032846,0,14.706697246032846,3.4787203775582154,56.62942626816894,43,178.4927141470766,24.916267848776997,10.053874579410987,0.0,0,0,0.0,596.0415885094494,0
A050,Harmful_teacher_050,harmful,teacher,R01,42.99666506874793,0,42.99666506874793,20.94382552861886,37.016388529947506,43,197.47461364367405,33.06551399081074,24.933423286385615,0.0,0,0,0.0,697.8394573385447,0
A051,Harmful_teacher_051,harmful,teacher,R04,94.3184599064472,0,94.3184599064472,4.946525487861543,77.80632162119277,98,145.92433037090274,18.45859400741494,23.679746847291522,0.0,0,0,0.0,1110.8507724203914,0
A052,Harmful_producer_052,harmful,producer,R02,9.742401943135544,0,9.742401943135544,15.804110169586739,83.94314787195086,77,158.79171711267793,29.75688032514822,7.938820746359004,0.0,0,0,0.0,1063.5294493659708,0
A053,Harmful_insurer_053,harmful,insurer,R01,26.76609625035853,0,26.76609625035853,21.595817123982382,55.33188463616944,38,192.33285207665278,23.37168152940304,24.32199288160023,0.0,0,0,0.0,673.8250729929198,0
A054,Harmful_producer_054,harmful,producer,R00,26.842813331244432,0,26.842813331244432,0.34516221372272193,81.97070684253382,62,173.64769130897298,25.929614462088292,11.55537755279418,0.0,0,0,0.0,1356.0482008405102,0
A055,Harmful_producer_055,harmful,producer,R04,55.02321886816832,0,55.02321886816832,10.842156931355273,73.06996574495965,76,138.17093136121483,21.5752642359312,22.921637017107738,0.0,0,0,0.0,1031.987789914574,0
A056,Harmful_healer_056,harmful,healer,R02,56.996381561238685,0,56.996381561238685,17.573735467808877,72.46914512250362,70,131.59410536002025,29.272941028100266,23.041652939701745,0.0,0,0,0.0,900.5949904306725,0
A057,Harmful_researcher_057,harmful,researcher,R02,85.37126559763657,0,85.37126559763657,0.0,41.255407813729754,67,179.27057487734655,24.077093073146333,17.147508314076774,0.0,0,0,0.0,1030.3386063494027,0
A058,Harmful_engineer_058,harmful,engineer,R02,44.25230572172879,0,44.25230572172879,0.0,47.52908215706192,16,148.0440569797181,21.835244000432034,23.496832160090715,0.0,0,0,0.0,1223.6057605393942,0
A059,Harmful_researcher_059,harmful,researcher,R03,5.867903705562153,0,5.867903705562153,0.06082493172803636,62.53059341959959,26,164.5530400024431,18.02861709727666,12.15444983588213,0.0,0,0,0.0,1189.3700344776266,0
